Surname,Credit Score,Geography,Gender,Age,Tenure,Balance,Number Of Products,Has Cr Card,Is Active Member,Estimated Salary,Exited
Morrison,712,Germany,Female,29,7,147199.07,1,yes,yes,84932.4,no
Onyeoruru,752,Germany,Male,38,3,183102.29,1,yes,yes,71557.12,no
Cunningham,648,Spain,Male,46,9,127209,2,yes,no,77405.95,yes
Demidov,556,Spain,Male,38,8,0,2,no,no,417.41,yes
Celis,594,Spain,Female,24,0,97378.54,1,yes,yes,71405.17,no
Cheng,645,Germany,Female,37,2,136925.09,2,no,yes,153400.24,no
Knight,557,France,Male,33,3,54503.55,1,yes,yes,371.05,no
Morin,547,Germany,Male,32,8,155726.85,1,yes,no,67789.99,no
Mills,701,France,Female,39,9,0,2,no,yes,145894.9,no
Outhwaite,616,France,Female,66,1,135842.41,1,yes,no,183840.51,yes
Tung,605,France,Male,52,1,63349.75,1,yes,no,108887.44,no
Pai,593,Germany,Female,38,4,129499.42,1,yes,yes,154071.27,no
Carpenter,751,Spain,Male,52,8,0,2,no,yes,179291.85,no
Fennell,443,Spain,Male,36,6,70438.01,2,no,yes,56937.43,no
Fontaine,685,France,Male,23,8,0,2,yes,yes,112239.03,no
Pratt,718,France,Male,36,9,0,1,yes,no,45909.87,no
Mitchell,538,Spain,Female,49,9,141434.04,1,no,no,173779.25,yes
Franklin,611,Spain,Female,37,4,0,2,yes,no,125696.26,no
K'ung,668,Germany,Male,37,10,152958.29,2,yes,yes,159585.61,no
Ko,537,Germany,Female,41,3,138306.34,1,yes,no,106761.47,no
McKenzie,709,Spain,Male,23,10,0,2,no,no,129590.18,no
Pino,850,France,Male,38,1,0,2,yes,yes,80006.65,no
Fisk,745,Spain,Female,31,3,124328.84,1,yes,yes,140451.52,no
Chiang,693,Germany,Female,41,9,181461.48,3,yes,yes,187929.43,yes
Moseley,795,Spain,Male,35,8,0,2,yes,no,167155.36,no
Hsiung,626,Spain,Male,26,8,0,2,no,no,191420.71,no
Heath,487,Germany,Female,61,5,110368.03,1,no,no,11384.45,yes
Dellucci,556,France,Female,39,9,89588.35,1,yes,yes,94898.1,no
Li,643,France,Female,46,6,0,2,no,no,106781.59,no
De Salis,605,France,Female,28,6,0,2,no,no,159508.52,no
T'ang,756,Germany,Female,60,3,115924.89,1,yes,no,93524.19,yes
Richardson,586,France,Female,38,2,0,2,yes,no,87168.46,no
Fitch,535,Germany,Male,40,7,111756.5,1,yes,no,8128.32,yes
Stevenson,678,France,Female,35,4,0,1,yes,no,125518.32,no
Estes,596,France,Male,39,9,0,1,yes,no,48963.59,no
Lattimore,648,France,Male,26,9,162923.85,1,yes,no,98368.24,no
Chung,492,Germany,Male,39,10,124576.65,2,yes,no,148584.61,no
Utz,702,France,Male,45,0,80793.58,1,yes,yes,27474.81,no
Wei,486,Germany,Female,40,9,71340.09,1,yes,no,76192.21,no
Boyle,568,Germany,Male,40,1,99282.63,1,no,no,134600.94,yes
Nwachinemelu,619,Germany,Male,57,3,137946.39,1,yes,yes,72467.99,yes
Kuznetsova,724,Germany,Male,41,2,127892.57,2,no,yes,199645.45,no
Pisani,548,Germany,Female,33,0,101084.36,1,yes,no,42749.85,no
Manna,545,Germany,Female,37,8,114754.08,1,yes,no,136050.44,yes
Collier,683,France,Male,33,8,0,1,no,no,73564.44,no
Ricci,762,France,Female,51,3,99286.98,1,no,yes,85578.63,no
Carr,627,Germany,Female,30,4,79871.02,2,yes,no,129826.89,no
Hs?,516,France,Male,35,10,104088.59,2,no,no,119666,no
Findlay,800,France,Female,38,2,168190.33,2,yes,no,68052.08,no
Hughes,464,Germany,Female,42,3,85679.25,1,yes,yes,164104.74,no
Chukwuemeka,626,France,Female,35,3,0,1,no,no,80190.36,no
Genovese,790,France,Female,31,9,0,2,yes,no,84126.75,no
Swift,534,France,Female,34,7,121551.58,2,yes,yes,70179,no
Ugoji,745,France,Male,46,2,122220.19,1,yes,yes,118024.1,no
Parkinson,553,Spain,Male,47,3,116528.15,1,no,no,145704.19,yes
Ross,748,France,Female,26,1,77780.29,1,no,yes,183049.41,no
Oleary,722,France,Male,37,2,0,1,no,no,120906.83,no
Turnbull,501,France,Male,40,4,125832.2,1,yes,yes,100433.83,no
Uspensky,675,France,Female,38,6,68065.8,1,no,no,138777,yes
Cook,778,Spain,Female,47,6,127299.34,2,yes,no,124694.99,no
Newbold,494,Germany,Female,38,7,174937.64,1,yes,no,40084.32,no
Uchechukwu,850,France,Male,40,9,0,2,no,yes,119232.33,no
Ch'en,592,Spain,Male,31,7,110071.1,1,no,no,43921.36,no
He,590,Spain,Female,44,3,139432.37,1,yes,no,62222.81,no
Hilton,758,France,Female,39,6,127357.76,1,no,yes,56577,no
Sal,506,France,Male,36,5,0,2,yes,no,164253.35,no
Eluemuno,733,France,Male,33,3,0,1,yes,yes,7666.73,no
Titus,711,France,Male,38,3,0,2,yes,no,68487.51,no
Yin,514,Germany,Male,43,1,95556.31,1,no,yes,199273.98,yes
Lettiere,637,Spain,Male,37,8,0,1,yes,yes,186062.36,no
Templeman,468,Germany,Male,29,1,111681.98,2,yes,yes,195711.16,no
Chibuzo,539,France,Male,39,3,0,2,yes,no,36692.17,no
Sun,509,Spain,Female,25,3,108738.71,2,yes,no,106920.57,no
Evans,662,France,Female,32,4,133950.37,1,yes,yes,48725.68,yes
Ogbonnaya,818,Spain,Male,26,4,0,2,yes,yes,167036.94,no
Enyinnaya,608,France,Male,33,9,89968.69,1,yes,no,68777.26,no
Olisanugo,850,Spain,Female,32,9,0,2,yes,yes,18924.92,no
Brookes,816,Germany,Female,38,5,130878.75,3,yes,no,71905.77,yes
Padovano,536,France,Male,35,8,0,2,yes,no,64833.28,no
Fisk,753,France,Male,35,3,0,2,yes,yes,184843.77,no
Shih,631,Spain,Male,27,10,134169.62,1,yes,yes,176730.02,no
Hare,703,France,Male,37,1,149762.08,1,yes,no,20629.4,yes
Muir,774,France,Male,26,2,93844.69,1,yes,no,28415.36,no
Fanucci,785,France,Male,28,8,0,2,yes,no,77231.27,no
Elewechi,571,France,Female,33,1,0,2,yes,no,102750.7,no
Johnston,621,Germany,Male,46,6,141078.37,1,no,no,34580.8,yes
Pisano,605,Germany,Female,31,1,117992.59,1,yes,yes,183598.77,no
Ankudinov,611,France,Female,40,8,100812.33,2,yes,no,147358.27,no
Nwokike,569,France,Male,38,7,0,1,yes,yes,108469.2,no
Smith,658,France,Male,29,4,80262.6,1,yes,yes,20612.82,no
Atkins,788,Spain,Male,34,6,156478.62,1,no,yes,181196.76,no
Burns,525,France,Female,23,5,0,2,yes,no,160249.1,no
Obiuto,798,France,Male,37,8,0,3,no,no,110783.28,no
Pirozzi,486,Germany,Male,37,9,115217.99,2,yes,no,144995.33,no
George,615,Spain,Male,61,9,0,2,yes,no,150227.85,yes
Lewis,730,France,Female,35,0,155470.55,1,yes,yes,53718.28,no
Moran,641,France,Male,37,7,0,2,yes,no,75248.3,no
Dalrymple,542,France,Male,39,3,135096.77,1,yes,yes,14353.43,yes
Carslaw,692,France,Male,30,2,0,2,no,yes,130486.57,no
Kirby,714,Germany,Female,55,9,180075.22,1,yes,yes,100127.71,no
Houghton,591,Spain,Male,29,1,97541.24,1,yes,yes,196356.17,no
Martin,710,France,Female,41,2,156067.05,1,yes,yes,9983.88,no
Tan,639,France,Female,38,4,81550.94,2,no,yes,118974.77,no
Hsia,531,France,Female,47,6,0,1,no,no,194998.34,yes
Westerberg,673,France,Female,38,2,170061.92,2,no,no,134901.34,yes
Hale,765,Germany,Male,36,8,92310.54,2,yes,yes,72924.56,no
Kryukova,622,France,Female,32,6,169089.38,2,yes,no,101057.95,no
Sopuluchukwu,806,France,Male,40,5,80613.93,1,yes,yes,142838.64,no
Barry,757,Germany,Male,26,8,121581.56,2,yes,yes,127059.04,no
Selezneva,570,France,Female,58,8,0,1,no,yes,116503.92,yes
Chizuoke,555,Spain,Male,32,4,0,2,yes,yes,54405.79,no
Lueck,692,France,Male,54,5,0,2,yes,yes,88721.84,no
Udinese,774,France,Male,60,5,85891.55,1,yes,no,74135.48,yes
Udobata,638,Spain,Male,44,9,77637.35,2,yes,yes,111346.22,no
Freeman,543,Spain,Female,41,4,0,1,no,no,194902.16,no
Outlaw,584,France,Male,31,5,0,2,yes,no,31474.27,no
Obiuto,691,Germany,Male,30,7,116927.89,1,yes,no,21198.39,no
Lo,684,Germany,Female,40,6,137326.65,1,yes,no,186976.6,no
Okechukwu,733,France,Male,22,5,0,2,yes,yes,117202.19,no
King,599,Spain,Female,37,2,0,2,yes,yes,143739.29,no
Forbes,524,Germany,Female,31,10,67238.98,2,yes,yes,161811.23,no
Macleod,632,Germany,Female,38,6,86569.76,2,yes,no,98090.91,no
Gibbs,735,Spain,Male,34,5,0,2,no,no,71095.41,no
Isayev,734,France,Male,34,6,133598.4,1,yes,yes,13107.24,no
Pisano,605,France,Female,51,3,136188.78,1,yes,yes,67110.59,yes
Belstead,793,Spain,Male,38,9,0,2,yes,no,88225.02,no
Vassiliev,468,France,Female,56,10,0,3,no,yes,62256.87,yes
Schneider,779,Germany,Male,37,7,120092.52,2,yes,no,135925.72,no
Mazzanti,698,France,Male,48,4,101238.24,2,no,yes,177815.87,yes
Knipe,707,France,Male,58,6,89685.92,1,no,yes,126471.13,no
Macartney,850,France,Female,35,1,211774.31,1,yes,no,188574.12,yes
Madukwe,850,France,Male,56,7,131317.48,1,yes,yes,119175.45,no
Watts,527,Spain,Male,37,5,93722.73,2,yes,yes,139093.73,no
Humphreys,696,Germany,Male,32,8,101160.99,1,yes,yes,115916.55,no
Wu,661,France,Male,48,3,120320.54,1,no,no,96463.25,no
Chin,776,France,Female,31,2,0,2,yes,yes,112349.51,no
Chesnokova,701,France,Male,43,2,0,2,yes,yes,165303.79,no
Kung,610,France,Male,26,8,0,2,yes,no,166031.08,no
Lu,572,Germany,Female,48,3,152827.99,1,yes,no,38411.79,yes
Nkemakolam,673,France,Male,30,1,64097.75,1,yes,yes,77783.35,no
Walton,519,Spain,Female,57,2,119035.35,2,yes,yes,29871.79,no
Brookes,702,Spain,Female,26,4,135219.57,1,no,yes,59747.63,no
Baldwin,729,France,Male,32,6,93694.42,1,yes,yes,79919.13,no
Mai,543,Spain,Male,35,10,59408.63,1,yes,no,76773.53,no
Shih,550,France,Female,40,7,114354.95,1,yes,no,54018.93,no
He,608,France,Male,59,1,0,1,yes,no,70649.64,yes
Fiorentini,639,Germany,Male,35,10,128173.9,2,yes,no,59093.39,no
Lucciano,686,Spain,Male,34,9,0,2,yes,no,127569.8,no
Ferreira,564,Germany,Female,62,5,114931.35,3,no,yes,18260.98,yes
Ukaegbunam,745,Germany,Female,28,1,111071.36,1,yes,no,73275.96,yes
De Luca,833,France,Male,37,8,151226.18,2,yes,yes,136129.49,no
Milne,622,France,Male,26,9,0,2,yes,yes,153237.59,no
Davide,597,France,Female,42,4,64740.12,1,yes,yes,106841.12,no
Kodilinyechukwu,721,Spain,Male,51,0,169312.13,1,yes,no,109078.35,yes
Little,504,France,Female,49,7,0,3,no,yes,87822.14,yes
Burns,842,Spain,Female,44,2,112652.08,2,yes,no,126644.98,no
Paterson,587,France,Male,38,0,0,2,yes,no,47414.15,no
Han,479,Germany,Female,30,7,143964.36,2,yes,no,41879.99,no
Kryukova,508,France,Male,49,7,122451.46,2,yes,yes,75808.1,no
Ijendu,749,France,Male,24,1,0,3,yes,yes,47911.03,no
Reichard,721,Germany,Female,36,3,65253.07,2,yes,no,28737.78,no
Day,674,Germany,Male,47,6,106901.94,1,yes,yes,2079.2,yes
Price,685,Spain,Female,25,10,128509.63,1,yes,no,121562.33,no
Bruce,417,France,Male,34,7,0,2,yes,no,55003.79,no
Sumrall,574,Germany,Male,33,3,129834.67,1,yes,no,193131.42,no
Lu,590,Spain,Female,51,3,154962.99,3,no,yes,191932.27,yes
Lazarev,587,Germany,Male,40,5,138241.9,2,yes,no,159418.1,no
Miller,598,Germany,Male,41,3,91536.93,1,yes,no,191468.78,yes
Wentworth-Shields,741,Spain,Male,53,3,0,2,yes,yes,38913.68,no
Ritchie,850,Spain,Female,70,5,0,1,yes,yes,705.18,no
Mackenzie,584,Germany,Female,29,7,105204.01,1,no,yes,138490.03,no
Power,650,Spain,Male,61,1,152968.73,1,no,yes,82970.69,no
Tan,607,Spain,Male,36,8,158261.68,1,yes,yes,76744.72,no
Pendergrass,509,France,Female,46,1,0,1,yes,no,71244.59,yes
Evans,689,Spain,Female,38,6,121021.05,1,yes,yes,12182.15,no
Hsia,543,France,Male,36,4,0,2,yes,yes,141210.5,no
Billson,438,Spain,Female,54,2,0,1,no,no,191763.07,yes
Teng,687,Spain,Female,63,1,137715.66,1,yes,yes,37938.74,no
Moretti,737,Germany,Male,31,5,121192.22,2,yes,yes,74890.58,no
Jordan,761,France,Male,31,7,0,3,yes,yes,166698.18,no
Ts'ao,601,France,Male,44,1,100486.18,2,yes,yes,62678.53,no
Osborne,651,France,Male,45,1,0,1,yes,no,67740.08,yes
Carslaw,745,France,Male,35,9,92566.53,2,yes,no,161519.77,no
Ch'ang,648,Spain,Female,49,10,0,2,yes,yes,159835.78,yes
Hung,848,Spain,Male,40,3,110929.96,1,yes,yes,30876.84,no
Gordon,546,France,Female,27,8,0,2,yes,yes,14858.1,no
Obialo,439,Spain,Female,32,3,138901.61,1,yes,no,75685.97,no
Gray,755,France,Male,30,4,123217.66,2,no,yes,144183.1,no
Lin,593,France,Female,41,6,0,1,yes,no,65170.66,no
Hopkins,701,France,Male,39,2,0,2,yes,yes,82526.92,no
Dobson,701,Spain,Male,36,8,0,2,yes,no,169161.46,no
McKay,607,Spain,Female,33,2,108431.87,2,no,yes,109291.39,yes
Revell,586,Spain,Female,57,3,0,2,no,yes,6057.81,no
Rickards,547,Germany,Female,30,9,72392.41,1,yes,no,77077.14,no
Begum,647,Germany,Female,51,1,119741.77,2,no,no,54954.51,yes
Onyinyechukwuka,760,France,Female,51,2,100946.71,1,no,no,179614.8,yes
Zuyev,621,Spain,Male,53,9,170491.84,1,yes,no,35588.07,yes
Nwankwo,725,France,Male,44,5,0,1,yes,yes,117356.14,no
Hao,526,France,Male,36,1,0,1,yes,no,160696.72,no
Ma,519,Spain,Female,47,6,157296.02,2,no,no,147278.43,yes
Okwuadigbo,713,Germany,Female,38,7,144606.22,1,yes,yes,56594.36,yes
Mitchell,700,France,Male,38,8,134811.3,1,yes,no,1299.75,no
Chan,666,France,Female,34,9,115897.12,1,yes,yes,25095.03,no
Buchi,630,Spain,Male,32,4,82034,1,no,no,146326.45,no
Greco,779,Spain,Female,26,4,174318.13,2,no,yes,38296.21,no
Lombardi,611,Germany,Female,41,2,114206.84,1,yes,no,164061.6,no
Uchenna,685,Spain,Male,43,9,0,2,yes,no,107811.28,no
Coffman,646,Germany,Male,39,9,111574.41,1,yes,yes,30838.51,no
Alexandrova,683,Germany,Female,57,5,162448.69,1,no,no,9221.78,yes
Fallaci,484,Germany,Female,34,4,148249.54,1,no,yes,33738.27,no
Hudson,601,France,Female,43,8,0,3,no,yes,110916.15,yes
Mai,762,Spain,Female,26,7,123709.46,2,yes,yes,169654.57,no
Stout,687,France,Female,72,9,0,1,no,yes,69829.4,no
Burke,566,France,Male,30,5,0,1,yes,no,54926.51,yes
Chadwick,702,France,Male,37,10,150525.8,1,yes,yes,94728.49,no
Lawrence,601,France,Male,29,9,0,1,yes,yes,80393.27,no
Bellucci,699,France,Male,53,4,0,2,no,yes,111307.98,no
Harper,584,France,Male,28,10,0,2,yes,no,19834.32,no
Boyle,699,France,Male,35,5,0,2,yes,yes,78397.24,no
Duncan,698,Germany,Female,51,2,111018.98,1,yes,no,86410.28,no
Moss,495,France,Male,30,10,129755.99,1,no,no,172749.65,no
Avdeyeva,650,France,Female,27,6,0,2,yes,no,1002.39,no
Crawford,605,France,Female,64,2,129555.7,1,yes,yes,13601.79,no
Lynton,667,Spain,Male,38,1,87202.38,1,yes,yes,77866.91,no
Duncan,688,Germany,Male,26,8,146133.39,1,yes,yes,175296.76,no
Gether,727,Spain,Female,31,0,0,1,yes,no,121751.04,yes
Davidson,754,Spain,Male,39,6,170184.99,2,yes,no,89593.26,no
Larionova,612,Germany,Female,62,8,140745.33,1,yes,no,193437.89,yes
Loggia,546,Spain,Male,42,7,139070.51,1,yes,yes,86945,no
Steinhoff,673,Spain,Female,37,8,0,2,yes,yes,183318.79,no
Guerra,593,France,Male,35,9,114193.24,1,yes,no,71154.1,no
Pai,656,Spain,Female,40,10,167878.5,1,no,yes,151887.16,no
Craig,535,Germany,Female,53,5,141616.55,2,yes,yes,75888.65,no
Lazareva,678,Germany,Male,36,3,145747.67,2,no,yes,89566.74,no
Ch'iu,477,Spain,Female,48,2,129120.64,1,no,yes,26475.79,no
Alderete,850,Spain,Male,35,7,110349.82,1,no,no,126355.8,no
Kung,427,France,Male,29,1,141325.56,1,yes,yes,93839.3,no
Palermo,752,France,Male,49,2,78653.84,1,yes,no,7698.6,no
Ts'ai,649,France,Male,47,1,0,2,yes,yes,145593.85,no
Rahman,799,Spain,Female,28,3,142253.65,1,yes,no,45042.56,no
McMillan,589,France,Female,61,1,0,1,yes,no,61108.56,yes
Pickering,583,Germany,Female,54,6,115988.86,1,yes,no,57553.98,yes
Mirams,839,Spain,Female,33,10,75592.43,1,yes,no,62674.42,no
Tsao,540,Germany,Male,44,3,164113.04,2,yes,yes,12120.79,no
Douglas,850,France,Male,31,6,67996.23,2,no,no,50129.87,yes
Jideofor,696,Spain,Female,51,5,0,2,yes,no,55022.43,no
Bell,660,Spain,Female,33,1,0,2,no,no,117834.91,no
Mairinger,682,France,Male,48,1,138778.15,1,no,yes,168840.23,no
McIntyre,744,France,Female,43,10,147832.15,1,no,yes,24234.11,no
Pagnotto,785,France,Female,36,4,135438.4,1,no,no,190627.01,no
K'ung,752,Spain,Male,48,5,116060.08,1,yes,no,156618.38,yes
Feng,706,France,Female,29,5,112564.62,1,yes,no,42334.38,no
Donaldson,583,France,Female,27,1,125406.58,1,yes,yes,110784.42,no
Chambers,660,Germany,Female,39,5,135134.99,1,yes,no,173683,yes
Marcelo,819,France,Female,39,9,133102.92,1,yes,no,27046.46,yes
Ejimofor,673,France,Female,34,8,42157.08,1,yes,no,20598.59,yes
Dale,752,France,Female,30,3,0,2,yes,yes,104991.28,no
Pokrovsky,578,France,Male,38,7,82259.29,1,yes,no,8996.97,no
Stonebraker,438,France,Female,36,4,0,2,yes,no,64420.5,no
Liang,652,France,Male,38,6,0,2,yes,yes,145700.22,no
Anderson,629,France,Female,49,4,0,2,yes,yes,196335.48,no
Christian,720,France,Male,52,7,0,1,yes,yes,14781.12,no
Mao,668,France,Male,42,3,150461.07,1,yes,no,108139.23,no
Campbell,459,Germany,Male,48,4,133994.52,1,yes,yes,19287.06,yes
Ginikanwa,729,Spain,Male,31,8,164870.81,2,yes,yes,9567.39,no
Toscani,498,Germany,Male,25,8,121702.73,1,yes,yes,132210.49,no
Nnachetam,549,Spain,Male,25,6,193858.2,1,no,yes,21600.11,no
Sagese,601,Germany,Female,54,1,131039.97,2,yes,yes,199661.5,no
Fleming,544,France,Male,64,9,113829.45,1,yes,yes,124341.49,no
Grubb,751,France,Female,30,6,0,2,yes,no,15766.1,no
Napolitani,632,Germany,Female,41,3,81877.38,1,yes,yes,33642.21,no
Anenechi,694,Spain,Male,57,8,116326.07,1,yes,yes,117704.65,no
Chandler,678,France,Male,31,2,0,2,yes,yes,58803.28,no
Howells,695,France,Male,46,4,0,2,yes,yes,137537.22,no
Akeroyd,661,France,Female,41,1,0,2,no,yes,131300.68,no
Onwumelu,661,France,Male,33,9,0,2,yes,yes,84174.81,no
Wallace,559,France,Female,31,3,127070.73,1,no,yes,160941.78,no
Uwaezuoke,503,France,Male,29,3,0,2,yes,yes,143954.99,no
Loyau,695,Spain,Male,46,3,122549.64,1,yes,yes,56297.85,no
Small,640,France,Female,42,5,176099.13,1,yes,yes,8404.73,no
Bledsoe,624,Germany,Female,48,3,122388.38,2,no,no,30020.09,no
Kao,667,France,Male,42,9,0,2,no,yes,58137.42,no
Wickens,642,France,Male,26,0,0,1,no,no,47472.68,no
Wertheim,640,Spain,Female,32,6,118879.35,2,yes,yes,19131.71,no
He,529,Spain,Male,35,5,0,2,yes,yes,187288.5,no
Jarvis,563,France,Female,39,5,0,2,yes,yes,17603.81,no
P'an,593,Spain,Female,38,4,88736.44,2,yes,no,67020.03,no
Repina,739,Germany,Male,45,7,102703.62,1,no,yes,147802.94,yes
Pugliesi,788,Spain,Female,70,1,0,2,yes,yes,41610.62,no
Blakey,684,Spain,Female,38,3,0,2,yes,no,44255.65,no
Nucci,482,France,Male,55,5,97318.25,1,no,yes,78416.14,no
Higinbotham,591,Spain,Male,58,5,128468.69,1,no,yes,137254.55,no
Achebe,651,Germany,Female,41,4,133432.59,1,no,yes,151303.48,no
Russo,749,Germany,Female,40,8,141782.57,2,no,no,86333.63,no
Trevisani,583,France,Male,24,9,135125.28,1,no,no,89801.9,no
Dobie,661,Spain,Male,42,2,178820.91,1,no,no,29358.57,yes
Maccallum,715,France,Female,31,2,112212.14,2,yes,yes,181600.72,no
Watkins,769,Germany,Female,45,5,126674.81,1,yes,no,124118.71,yes
Mitchel,625,France,Female,51,7,136294.97,1,yes,no,38867.46,yes
Ferdinand,641,France,Female,36,5,66392.64,1,yes,no,31106.67,no
Otitodilinna,716,Germany,Male,27,1,122552.34,2,yes,no,67611.36,no
Mamelu,767,France,Male,43,1,76408.85,2,yes,no,77837.63,no
Beneventi,745,Germany,Male,36,8,145071.24,1,no,no,6078.46,no
Perrodin,589,France,Male,34,6,0,2,yes,yes,177896.92,no
Chinagorom,796,France,Female,45,2,109730.22,1,yes,yes,123882.73,no
Napolitano,664,France,Male,57,6,0,2,yes,yes,15304.08,no
Edgar,445,Spain,Male,62,1,64119.38,1,yes,yes,76569.64,yes
Walker,543,Germany,Female,57,1,106138.33,2,yes,yes,120657.32,yes
Steele,746,Spain,Male,36,2,0,2,yes,yes,16436.56,no
Elkins,742,Germany,Male,33,0,181656.51,1,yes,yes,107667.91,no
Hao,750,France,Female,32,5,0,2,yes,no,95611.47,no
Toscano,669,France,Male,30,7,95128.86,1,no,no,19799.26,no
Savage,594,Spain,Female,49,2,126615.94,2,no,yes,123214.74,no
Okwuadigbo,574,Spain,Male,36,1,0,2,no,yes,71709.12,no
Mordvinova,659,Germany,Male,36,2,76190.48,2,yes,yes,149066.14,no
Welch,750,Germany,Male,40,5,168286.81,3,yes,no,20451.99,yes
Kent,626,Germany,Male,35,4,88109.81,1,yes,yes,32825.5,no
Campbell,620,France,Male,42,4,0,2,yes,no,6232.31,no
Cooper,580,France,Female,35,8,0,2,no,yes,10357.03,no
Mazzi,686,France,Female,34,3,123971.51,2,yes,no,147794.63,no
Fisher,540,France,Male,48,0,148116.48,1,no,no,116973.48,no
Summers,634,Germany,Male,35,6,116269.01,1,yes,no,129964.94,no
Brady,632,Spain,Male,38,1,120599.21,1,yes,no,92816.86,no
Nicholls,501,France,Female,41,3,144260.5,1,yes,no,172114.67,no
Yuan,650,Spain,Female,25,3,86605.5,3,yes,no,16649.31,yes
Robinson,786,France,Male,34,9,0,2,yes,no,144517.19,no
Golubov,554,Germany,Female,37,4,58629.97,1,no,no,182038.6,no
Chen,701,Spain,Female,42,5,0,2,no,no,24210.56,no
Oldham,474,France,Male,45,10,0,2,no,no,172175.9,no
Kambinachi,621,France,Female,43,5,0,1,yes,yes,47578.45,no
Fleming,672,Spain,Female,56,2,209767.31,2,yes,yes,150694.42,yes
Cunningham,459,Spain,Female,42,6,129634.25,2,yes,yes,177683.02,yes
Obinna,669,France,Male,23,1,0,2,no,no,66088.83,no
Chinwemma,776,France,Female,38,2,169824.46,1,yes,no,169291.7,no
Carpenter,694,France,Male,36,3,97530.25,1,yes,yes,117140.41,no
Yin,787,France,Female,42,10,145988.65,2,yes,yes,79510.37,no
Olsen,580,France,Male,37,9,0,2,no,yes,77108.66,no
Ts'ai,711,France,Female,25,7,0,3,yes,yes,9679.28,no
Jen,673,France,Female,40,5,137494.28,1,yes,no,81753.92,no
Preston,499,France,Female,57,1,0,1,no,no,131372.38,yes
Ozioma,591,France,Male,24,6,147360,1,yes,yes,25310.82,no
Cody,769,France,Female,25,10,0,2,no,no,187925.75,no
Ponomarev,657,Spain,Male,31,3,125167.02,1,no,no,98820.39,no
Martin,738,Germany,Male,43,9,121152.05,2,yes,no,64166.7,yes
Milani,545,Germany,Female,60,7,128981.07,1,no,yes,176924.21,yes
Tang,497,France,Male,47,6,0,1,yes,yes,90055.08,no
Romani,816,Spain,Male,67,6,151858.98,1,yes,yes,72814.31,no
McIntyre,525,France,Male,36,2,114628.4,1,no,yes,168290.06,no
Davis,725,France,Male,46,6,0,2,yes,no,161767.38,no
Onyemauchechukwu,692,France,Female,28,8,95059.02,2,yes,no,44420.18,no
Gell,618,France,Female,24,7,128736.39,1,no,yes,37147.61,no
Rossi,546,France,Male,24,8,156325.38,1,yes,yes,125381.02,no
Chiwetelu,635,France,Male,29,7,105405.97,1,yes,yes,149853.89,no
Kirillova,611,France,Female,49,2,88915.37,3,no,no,161435.02,yes
Shaw,650,France,Male,60,8,0,2,yes,yes,102925.76,no
Smith,606,France,Male,40,5,0,2,yes,yes,70899.27,no
Hsieh,844,France,Male,18,2,160980.03,1,no,no,145936.28,no
Onyemauchechukwu,450,Spain,Female,46,5,177619.71,1,yes,no,54227.06,no
Martin,727,Spain,Male,38,2,62276.99,1,yes,yes,59280.79,no
Okwudilichukwu,460,Germany,Male,46,4,127559.97,2,yes,yes,126952.5,no
Onuoha,649,France,Male,41,0,0,2,no,yes,130567.02,no
Muecke,758,Germany,Female,47,9,95523.16,1,yes,no,73294.48,no
Hsieh,490,France,Female,35,7,107749.03,1,yes,yes,3937.37,no
Anderson,815,Germany,Male,37,2,110777.26,2,yes,no,2383.59,no
Azubuike,838,Spain,Female,39,5,166733.92,2,yes,no,14279.44,no
Nnonso,803,France,Male,31,9,157120.86,2,yes,no,141300.53,no
Fuller,664,Germany,Female,36,2,127160.78,2,yes,no,78140.75,no
Ashley,736,Spain,Female,28,2,0,2,yes,yes,117431.1,no
Ts'ui,633,France,Female,37,9,156091.97,1,yes,no,72008.61,no
Buccho,664,France,Male,58,5,98668.18,1,yes,yes,60887.58,no
Chidozie,600,France,Female,43,5,134022.06,1,yes,no,194764.83,no
Maclean,693,France,Female,35,5,124151.09,1,yes,no,88705.14,yes
Burns,663,Germany,Female,36,6,77253.5,1,no,no,35817.97,yes
Chu,742,Germany,Female,21,1,114292.48,1,yes,no,31520.4,no
Kenenna,710,Germany,Male,43,2,140080.32,3,yes,yes,157908.19,yes
Beluchi,710,Spain,Female,27,2,135277.96,1,yes,no,142200.15,no
Williamson,700,France,Female,82,2,0,2,no,yes,182055.36,no
Bobrov,720,Germany,Male,60,9,115920.62,2,no,no,157552.08,yes
Kerr,684,Spain,Male,41,2,119782.72,2,no,no,120284.67,no
McKenzie,531,France,Female,63,1,114715.71,1,no,yes,24506.95,yes
Pitts,742,Germany,Female,36,2,129748.54,2,no,no,47271.61,yes
Standish,717,France,Male,31,4,129722.57,1,no,no,41176.6,no
Cartwright,589,France,Male,32,2,0,2,no,yes,9468.64,no
