Surname,Estimated Salary,Is Active Member,Credit Score,Geography,Gender,Age,Balance,Tenure,Number Of Products,Has Cr Card,Exited
Elewechi,102750.7,no,571,France,Female,33,0,1,2,yes,no
Johnston,34580.8,no,621,Germany,Male,46,141078.37,6,1,no,yes
Ankudinov,147358.27,no,611,France,Female,40,100812.33,8,2,yes,no
Nwokike,108469.2,yes,569,France,Male,38,0,7,1,yes,no
Smith,20612.82,yes,658,France,Male,29,80262.6,4,1,yes,no
Obiuto,110783.28,no,798,France,Male,37,0,8,3,no,no
Pirozzi,144995.33,no,486,Germany,Male,37,115217.99,9,2,yes,no
George,150227.85,no,615,Spain,Male,61,0,9,2,yes,yes
Lewis,53718.28,yes,730,France,Female,35,155470.55,0,1,yes,no
Dalrymple,14353.43,yes,542,France,Male,39,135096.77,3,1,yes,yes
Kirby,100127.71,yes,714,Germany,Female,55,180075.22,9,1,yes,no
Houghton,196356.17,yes,591,Spain,Male,29,97541.24,1,1,yes,no
Martin,9983.88,yes,710,France,Female,41,156067.05,2,1,yes,no
Hsia,194998.34,no,531,France,Female,47,0,6,1,no,yes
Westerberg,134901.34,no,673,France,Female,38,170061.92,2,2,no,yes
Hale,72924.56,yes,765,Germany,Male,36,92310.54,8,2,yes,no
Kryukova,101057.95,no,622,France,Female,32,169089.38,6,2,yes,no
Sopuluchukwu,142838.64,yes,806,France,Male,40,80613.93,5,1,yes,no
Barry,127059.04,yes,757,Germany,Male,26,121581.56,8,2,yes,no
Selezneva,116503.92,yes,570,France,Female,58,0,8,1,no,yes
Lueck,88721.84,yes,692,France,Male,54,0,5,2,yes,no
Udinese,74135.48,no,774,France,Male,60,85891.55,5,1,yes,yes
Outlaw,31474.27,no,584,France,Male,31,0,5,2,yes,no
Obiuto,21198.39,no,691,Germany,Male,30,116927.89,7,1,yes,no
Okechukwu,117202.19,yes,733,France,Male,22,0,5,2,yes,no
King,143739.29,yes,599,Spain,Female,37,0,2,2,yes,no
Forbes,161811.23,yes,524,Germany,Female,31,67238.98,10,2,yes,no
Gibbs,71095.41,no,735,Spain,Male,34,0,5,2,no,no
Isayev,13107.24,yes,734,France,Male,34,133598.4,6,1,yes,no
Pisano,67110.59,yes,605,France,Female,51,136188.78,3,1,yes,yes
Belstead,88225.02,no,793,Spain,Male,38,0,9,2,yes,no
Schneider,135925.72,no,779,Germany,Male,37,120092.52,7,2,yes,no
Mazzanti,177815.87,yes,698,France,Male,48,101238.24,4,2,no,yes
Knipe,126471.13,yes,707,France,Male,58,89685.92,6,1,no,no
Macartney,188574.12,no,850,France,Female,35,211774.31,1,1,yes,yes
Madukwe,119175.45,yes,850,France,Male,56,131317.48,7,1,yes,no
Watts,139093.73,yes,527,Spain,Male,37,93722.73,5,2,yes,no
Humphreys,115916.55,yes,696,Germany,Male,32,101160.99,8,1,yes,no
Wu,96463.25,no,661,France,Male,48,120320.54,3,1,no,no
Kung,166031.08,no,610,France,Male,26,0,8,2,yes,no
Lu,38411.79,no,572,Germany,Female,48,152827.99,3,1,yes,yes
Nkemakolam,77783.35,yes,673,France,Male,30,64097.75,1,1,yes,no
Walton,29871.79,yes,519,Spain,Female,57,119035.35,2,2,yes,no
Baldwin,79919.13,yes,729,France,Male,32,93694.42,6,1,yes,no
Mai,76773.53,no,543,Spain,Male,35,59408.63,10,1,yes,no
Shih,54018.93,no,550,France,Female,40,114354.95,7,1,yes,no
He,70649.64,no,608,France,Male,59,0,1,1,yes,yes
Fiorentini,59093.39,no,639,Germany,Male,35,128173.9,10,2,yes,no
Lucciano,127569.8,no,686,Spain,Male,34,0,9,2,yes,no
De Luca,136129.49,yes,833,France,Male,37,151226.18,8,2,yes,no
Milne,153237.59,yes,622,France,Male,26,0,9,2,yes,no
Davide,106841.12,yes,597,France,Female,42,64740.12,4,1,yes,no
Kodilinyechukwu,109078.35,no,721,Spain,Male,51,169312.13,0,1,yes,yes
Little,87822.14,yes,504,France,Female,49,0,7,3,no,yes
Paterson,47414.15,no,587,France,Male,38,0,0,2,yes,no
Han,41879.99,no,479,Germany,Female,30,143964.36,7,2,yes,no
Kryukova,75808.1,yes,508,France,Male,49,122451.46,7,2,yes,no
Day,2079.2,yes,674,Germany,Male,47,106901.94,6,1,yes,yes
Price,121562.33,no,685,Spain,Female,25,128509.63,10,1,yes,no
Lu,191932.27,yes,590,Spain,Female,51,154962.99,3,3,no,yes
Lazarev,159418.1,no,587,Germany,Male,40,138241.9,5,2,yes,no
Miller,191468.78,no,598,Germany,Male,41,91536.93,3,1,yes,yes
Wentworth-Shields,38913.68,yes,741,Spain,Male,53,0,3,2,yes,no
Ritchie,705.18,yes,850,Spain,Female,70,0,5,1,yes,no
Mackenzie,138490.03,yes,584,Germany,Female,29,105204.01,7,1,no,no
Power,82970.69,yes,650,Spain,Male,61,152968.73,1,1,no,no
Pendergrass,71244.59,no,509,France,Female,46,0,1,1,yes,yes
Evans,12182.15,yes,689,Spain,Female,38,121021.05,6,1,yes,no
Hsia,141210.5,yes,543,France,Male,36,0,4,2,yes,no
Teng,37938.74,yes,687,Spain,Female,63,137715.66,1,1,yes,no
Moretti,74890.58,yes,737,Germany,Male,31,121192.22,5,2,yes,no
Jordan,166698.18,yes,761,France,Male,31,0,7,3,yes,no
Ts'ao,62678.53,yes,601,France,Male,44,100486.18,1,2,yes,no
Osborne,67740.08,no,651,France,Male,45,0,1,1,yes,yes
Carslaw,161519.77,no,745,France,Male,35,92566.53,9,2,yes,no
Ch'ang,159835.78,yes,648,Spain,Female,49,0,10,2,yes,yes
Hung,30876.84,yes,848,Spain,Male,40,110929.96,3,1,yes,no
Obialo,75685.97,no,439,Spain,Female,32,138901.61,3,1,yes,no
Gray,144183.1,yes,755,France,Male,30,123217.66,4,2,no,no
Lin,65170.66,no,593,France,Female,41,0,6,1,yes,no
Hopkins,82526.92,yes,701,France,Male,39,0,2,2,yes,no
Dobson,169161.46,no,701,Spain,Male,36,0,8,2,yes,no
McKay,109291.39,yes,607,Spain,Female,33,108431.87,2,2,no,yes
Rickards,77077.14,no,547,Germany,Female,30,72392.41,9,1,yes,no
Onyinyechukwuka,179614.8,no,760,France,Female,51,100946.71,2,1,no,yes
Zuyev,35588.07,no,621,Spain,Male,53,170491.84,9,1,yes,yes
Nwankwo,117356.14,yes,725,France,Male,44,0,5,1,yes,no
Hao,160696.72,no,526,France,Male,36,0,1,1,yes,no
Mitchell,1299.75,no,700,France,Male,38,134811.3,8,1,yes,no
Chan,25095.03,yes,666,France,Female,34,115897.12,9,1,yes,no
Greco,38296.21,yes,779,Spain,Female,26,174318.13,4,2,no,no
Lombardi,164061.6,no,611,Germany,Female,41,114206.84,2,1,yes,no
Uchenna,107811.28,no,685,Spain,Male,43,0,9,2,yes,no
Coffman,30838.51,yes,646,Germany,Male,39,111574.41,9,1,yes,no
Alexandrova,9221.78,no,683,Germany,Female,57,162448.69,5,1,no,yes
Stout,69829.4,yes,687,France,Female,72,0,9,1,no,no
Burke,54926.51,no,566,France,Male,30,0,5,1,yes,yes
Chadwick,94728.49,yes,702,France,Male,37,150525.8,10,1,yes,no
Lawrence,80393.27,yes,601,France,Male,29,0,9,1,yes,no
Bellucci,111307.98,yes,699,France,Male,53,0,4,2,no,no
Harper,19834.32,no,584,France,Male,28,0,10,2,yes,no
Boyle,78397.24,yes,699,France,Male,35,0,5,2,yes,no
Duncan,86410.28,no,698,Germany,Female,51,111018.98,2,1,yes,no
Avdeyeva,1002.39,no,650,France,Female,27,0,6,2,yes,no
Crawford,13601.79,yes,605,France,Female,64,129555.7,2,1,yes,no
Duncan,175296.76,yes,688,Germany,Male,26,146133.39,8,1,yes,no
Steinhoff,183318.79,yes,673,Spain,Female,37,0,8,2,yes,no
Pai,151887.16,yes,656,Spain,Female,40,167878.5,10,1,no,no
Craig,75888.65,yes,535,Germany,Female,53,141616.55,5,2,yes,no
Lazareva,89566.74,yes,678,Germany,Male,36,145747.67,3,2,no,no
Ch'iu,26475.79,yes,477,Spain,Female,48,129120.64,2,1,no,no
Alderete,126355.8,no,850,Spain,Male,35,110349.82,7,1,no,no
Ts'ai,145593.85,yes,649,France,Male,47,0,1,2,yes,no
Rahman,45042.56,no,799,Spain,Female,28,142253.65,3,1,yes,no
McMillan,61108.56,no,589,France,Female,61,0,1,1,yes,yes
Pickering,57553.98,no,583,Germany,Female,54,115988.86,6,1,yes,yes
Mirams,62674.42,no,839,Spain,Female,33,75592.43,10,1,yes,no
Tsao,12120.79,yes,540,Germany,Male,44,164113.04,3,2,yes,no
Douglas,50129.87,no,850,France,Male,31,67996.23,6,2,no,yes
Bell,117834.91,no,660,Spain,Female,33,0,1,2,no,no
Mairinger,168840.23,yes,682,France,Male,48,138778.15,1,1,no,no
Pagnotto,190627.01,no,785,France,Female,36,135438.4,4,1,no,no
K'ung,156618.38,no,752,Spain,Male,48,116060.08,5,1,yes,yes
Feng,42334.38,no,706,France,Female,29,112564.62,5,1,yes,no
Donaldson,110784.42,yes,583,France,Female,27,125406.58,1,1,yes,no
Marcelo,27046.46,no,819,France,Female,39,133102.92,9,1,yes,yes
Ejimofor,20598.59,no,673,France,Female,34,42157.08,8,1,yes,yes
Dale,104991.28,yes,752,France,Female,30,0,3,2,yes,no
Pokrovsky,8996.97,no,578,France,Male,38,82259.29,7,1,yes,no
Stonebraker,64420.5,no,438,France,Female,36,0,4,2,yes,no
Liang,145700.22,yes,652,France,Male,38,0,6,2,yes,no
Anderson,196335.48,yes,629,France,Female,49,0,4,2,yes,no
Christian,14781.12,yes,720,France,Male,52,0,7,1,yes,no
Mao,108139.23,no,668,France,Male,42,150461.07,3,1,yes,no
Campbell,19287.06,yes,459,Germany,Male,48,133994.52,4,1,yes,yes
Sagese,199661.5,yes,601,Germany,Female,54,131039.97,1,2,yes,no
Fleming,124341.49,yes,544,France,Male,64,113829.45,9,1,yes,no
Grubb,15766.1,no,751,France,Female,30,0,6,2,yes,no
Napolitani,33642.21,yes,632,Germany,Female,41,81877.38,3,1,yes,no
Anenechi,117704.65,yes,694,Spain,Male,57,116326.07,8,1,yes,no
Chandler,58803.28,yes,678,France,Male,31,0,2,2,yes,no
Akeroyd,131300.68,yes,661,France,Female,41,0,1,2,no,no
Onwumelu,84174.81,yes,661,France,Male,33,0,9,2,yes,no
Wallace,160941.78,yes,559,France,Female,31,127070.73,3,1,no,no
Loyau,56297.85,yes,695,Spain,Male,46,122549.64,3,1,yes,no
Small,8404.73,yes,640,France,Female,42,176099.13,5,1,yes,no
Bledsoe,30020.09,no,624,Germany,Female,48,122388.38,3,2,no,no
Kao,58137.42,yes,667,France,Male,42,0,9,2,no,no
Wertheim,19131.71,yes,640,Spain,Female,32,118879.35,6,2,yes,no
He,187288.5,yes,529,Spain,Male,35,0,5,2,yes,no
Jarvis,17603.81,yes,563,France,Female,39,0,5,2,yes,no
P'an,67020.03,no,593,Spain,Female,38,88736.44,4,2,yes,no
Repina,147802.94,yes,739,Germany,Male,45,102703.62,7,1,no,yes
Blakey,44255.65,no,684,Spain,Female,38,0,3,2,yes,no
Nucci,78416.14,yes,482,France,Male,55,97318.25,5,1,no,no
Higinbotham,137254.55,yes,591,Spain,Male,58,128468.69,5,1,no,no
Achebe,151303.48,yes,651,Germany,Female,41,133432.59,4,1,no,no
Trevisani,89801.9,no,583,France,Male,24,135125.28,9,1,no,no
Dobie,29358.57,no,661,Spain,Male,42,178820.91,2,1,no,yes
Maccallum,181600.72,yes,715,France,Female,31,112212.14,2,2,yes,no
Watkins,124118.71,no,769,Germany,Female,45,126674.81,5,1,yes,yes
Mitchel,38867.46,no,625,France,Female,51,136294.97,7,1,yes,yes
Ferdinand,31106.67,no,641,France,Female,36,66392.64,5,1,yes,no
Mamelu,77837.63,no,767,France,Male,43,76408.85,1,2,yes,no
Beneventi,6078.46,no,745,Germany,Male,36,145071.24,8,1,no,no
Perrodin,177896.92,yes,589,France,Male,34,0,6,2,yes,no
Chinagorom,123882.73,yes,796,France,Female,45,109730.22,2,1,yes,no
Edgar,76569.64,yes,445,Spain,Male,62,64119.38,1,1,yes,yes
Walker,120657.32,yes,543,Germany,Female,57,106138.33,1,2,yes,yes
Elkins,107667.91,yes,742,Germany,Male,33,181656.51,0,1,yes,no
Hao,95611.47,no,750,France,Female,32,0,5,2,yes,no
Toscano,19799.26,no,669,France,Male,30,95128.86,7,1,no,no
Savage,123214.74,yes,594,Spain,Female,49,126615.94,2,2,no,no
Mordvinova,149066.14,yes,659,Germany,Male,36,76190.48,2,2,yes,no
Welch,20451.99,no,750,Germany,Male,40,168286.81,5,3,yes,yes
Campbell,6232.31,no,620,France,Male,42,0,4,2,yes,no
Mazzi,147794.63,no,686,France,Female,34,123971.51,3,2,yes,no
Fisher,116973.48,no,540,France,Male,48,148116.48,0,1,no,no
Summers,129964.94,no,634,Germany,Male,35,116269.01,6,1,yes,no
Brady,92816.86,no,632,Spain,Male,38,120599.21,1,1,yes,no
Nicholls,172114.67,no,501,France,Female,41,144260.5,3,1,yes,no
Yuan,16649.31,no,650,Spain,Female,25,86605.5,3,3,yes,yes
Robinson,144517.19,no,786,France,Male,34,0,9,2,yes,no
Golubov,182038.6,no,554,Germany,Female,37,58629.97,4,1,no,no
Chen,24210.56,no,701,Spain,Female,42,0,5,2,no,no
Fleming,150694.42,yes,672,Spain,Female,56,209767.31,2,2,yes,yes
Obinna,66088.83,no,669,France,Male,23,0,1,2,no,no
Chinwemma,169291.7,no,776,France,Female,38,169824.46,2,1,yes,no
Yin,79510.37,yes,787,France,Female,42,145988.65,10,2,yes,no
Olsen,77108.66,yes,580,France,Male,37,0,9,2,no,no
Ts'ai,9679.28,yes,711,France,Female,25,0,7,3,yes,no
Jen,81753.92,no,673,France,Female,40,137494.28,5,1,yes,no
Preston,131372.38,no,499,France,Female,57,0,1,1,no,yes
Cody,187925.75,no,769,France,Female,25,0,10,2,no,no
Martin,64166.7,no,738,Germany,Male,43,121152.05,9,2,yes,yes
Milani,176924.21,yes,545,Germany,Female,60,128981.07,7,1,no,yes
Tang,90055.08,yes,497,France,Male,47,0,6,1,yes,no
Romani,72814.31,yes,816,Spain,Male,67,151858.98,6,1,yes,no
McIntyre,168290.06,yes,525,France,Male,36,114628.4,2,1,no,no
Davis,161767.38,no,725,France,Male,46,0,6,2,yes,no
Onyemauchechukwu,44420.18,no,692,France,Female,28,95059.02,8,2,yes,no
Gell,37147.61,yes,618,France,Female,24,128736.39,7,1,no,no
Chiwetelu,149853.89,yes,635,France,Male,29,105405.97,7,1,yes,no
Shaw,102925.76,yes,650,France,Male,60,0,8,2,yes,no
Smith,70899.27,yes,606,France,Male,40,0,5,2,yes,no
Hsieh,145936.28,no,844,France,Male,18,160980.03,2,1,no,no
Onyemauchechukwu,54227.06,no,450,Spain,Female,46,177619.71,5,1,yes,no
Okwudilichukwu,126952.5,yes,460,Germany,Male,46,127559.97,4,2,yes,no
Hsieh,3937.37,yes,490,France,Female,35,107749.03,7,1,yes,no
Anderson,2383.59,no,815,Germany,Male,37,110777.26,2,2,yes,no
Azubuike,14279.44,no,838,Spain,Female,39,166733.92,5,2,yes,no
Fuller,78140.75,no,664,Germany,Female,36,127160.78,2,2,yes,no
Ts'ui,72008.61,no,633,France,Female,37,156091.97,9,1,yes,no
Chidozie,194764.83,no,600,France,Female,43,134022.06,5,1,yes,no
Maclean,88705.14,no,693,France,Female,35,124151.09,5,1,yes,yes
Chu,31520.4,no,742,Germany,Female,21,114292.48,1,1,yes,no
Kenenna,157908.19,yes,710,Germany,Male,43,140080.32,2,3,yes,yes
Bobrov,157552.08,no,720,Germany,Male,60,115920.62,9,2,no,yes
McKenzie,24506.95,yes,531,France,Female,63,114715.71,1,1,no,yes
Pitts,47271.61,no,742,Germany,Female,36,129748.54,2,2,no,yes
Standish,41176.6,no,717,France,Male,31,129722.57,4,1,no,no
Cartwright,9468.64,yes,589,France,Male,32,0,2,2,no,no
McElroy,117036.38,yes,648,France,Male,33,134944,7,1,yes,no
Archer,16064.25,no,692,Spain,Male,28,118945.09,9,1,no,yes
Otutodilinna,52615.62,yes,754,France,Male,28,0,8,2,yes,no
Shih,121210.09,no,679,Spain,Female,35,119182.73,8,1,no,no
Owens,68759.57,yes,774,France,Female,28,71264.02,1,2,no,no
Verco,84569.13,no,571,France,Female,35,0,8,2,no,no
Bergamaschi,190696.35,yes,747,Germany,Male,58,116313.57,7,1,yes,yes
Lorenzo,67468.67,yes,792,Spain,Male,36,92140.15,5,1,no,no
Outtrim,104435.94,yes,688,France,Male,26,0,1,2,yes,no
Hou,47166.55,yes,714,Germany,Male,42,177640.09,2,1,no,no
Pagnotto,173498.45,yes,704,Spain,Male,48,167997.6,8,1,yes,no
Echezonachukwu,93249.26,yes,698,France,Male,36,82275.35,2,2,yes,no
Young,142917.54,yes,611,France,Male,49,0,3,2,yes,no
Summers,111755.8,no,850,Germany,Female,48,111962.99,6,1,yes,no
Munro,108543.21,yes,743,Germany,Female,34,131736.88,1,1,yes,no
Brennan,180345.44,no,654,France,Male,29,0,1,1,yes,no
Ball,99444.02,no,761,Germany,Male,36,108239.11,8,2,no,no
Trevisani,92568.07,no,488,Germany,Male,32,114540.38,3,1,yes,no
Padovano,37976.36,yes,683,France,Female,35,187530.66,6,2,yes,no
Tao,103315.74,yes,601,Germany,Female,42,133636.16,9,1,no,no
Fraser,34673.98,yes,671,Germany,Female,44,84745.03,0,2,no,no
Howells,140676.98,yes,511,Spain,Female,29,0,9,2,no,no
Cameron,151738.54,yes,850,France,Male,39,127771.35,4,2,no,no
Hooper,14679.81,no,790,Spain,Female,46,0,9,1,no,yes
Rice,175544.02,no,793,France,Female,33,0,0,1,no,no
Cox,181964.6,yes,628,France,Male,69,0,5,2,yes,no
Martin,136886.86,yes,598,Germany,Male,53,167772.96,10,1,yes,no
Ikenna,122218.23,no,657,France,Female,37,95845.6,6,1,yes,no
Davide,180439.75,no,618,France,Female,35,0,10,2,yes,no
Alexander,190419.81,yes,681,Spain,Male,65,134714.7,7,2,no,no
Ni,89017.38,yes,421,Germany,Male,28,122384.22,8,3,yes,yes
Black,50051.42,no,700,France,Female,26,0,2,2,no,no
Harker,146041.45,no,745,France,Male,25,157993.15,5,2,yes,no
Hughes,191166.09,no,696,France,Male,29,0,8,2,yes,no
Chiabuotu,103516.08,no,580,Germany,Female,42,123331.36,2,1,no,yes
Gallagher,172557.77,no,720,France,Female,43,137824.03,6,2,yes,no
Calabresi,84320.94,no,659,Germany,Male,36,132578.92,4,2,yes,no
Shaw,122662.98,no,841,France,Female,36,156021.31,5,1,no,no
Zhirov,72085.1,no,642,Spain,Male,34,0,8,1,yes,no
Lloyd,110932.24,yes,732,Spain,Female,69,137453.43,9,1,no,yes
Palmer,143635.36,no,600,Spain,Male,36,0,4,2,yes,no
Ch'eng,3710.34,yes,464,Germany,Male,33,164284.72,8,2,yes,no
Avent,179843.33,yes,680,France,Female,47,0,5,2,yes,no
Huang,10643.38,yes,758,Spain,Male,56,0,1,2,yes,no
Shaw,131167.98,yes,630,Germany,Female,31,112373.49,2,2,yes,no
Yuan,10553.31,no,577,France,Female,39,0,10,2,yes,no
Hawkins,130928.22,yes,684,France,Female,34,0,6,2,yes,no
Trentini,157003.99,yes,708,Spain,Female,41,0,5,1,no,no
Cameron,138527.56,yes,732,Germany,Female,29,154333.82,1,1,yes,no
Koehler,167032.49,yes,634,Germany,Male,37,111432.77,3,2,yes,no
Wu,41642.29,no,633,France,Female,30,0,6,2,no,no
Manna,9677,no,559,France,Male,34,137390.11,2,2,yes,no
Okoli,147012.22,yes,694,Spain,Female,37,0,3,2,yes,no
Ch'eng,80553.87,yes,686,Germany,Female,56,111642.08,5,1,yes,no
Nwokezuike,30730.95,yes,553,Spain,Female,48,0,3,1,no,yes
Artemiev,140134.43,no,507,France,Male,36,83543.37,4,1,no,no
Esposito,91936.1,no,732,Germany,Male,50,145338.76,6,1,no,yes
Abbie,178252.63,no,818,France,Female,31,186796.37,1,1,no,no
Fanucci,198674.08,yes,660,Germany,Male,35,58641.43,8,1,no,no
Moss,92381.01,no,640,France,Male,44,137148.68,3,1,yes,no
Averyanov,27330.59,no,714,Germany,Male,21,86402.52,6,2,no,no
Unaipon,125305.34,no,468,France,Female,42,0,5,2,yes,no
Clamp,149648.45,yes,611,Spain,Male,51,122874.74,1,1,yes,no
Wu,45041.32,no,646,Germany,Male,46,170826.55,1,2,yes,no
Wan,113316.77,no,667,Germany,Female,48,97133.92,1,2,no,yes
Chambers,39087.42,yes,511,Germany,Female,41,153895.65,8,1,yes,no
Pettit,7330.59,yes,653,France,Female,43,0,6,2,yes,no
Baresi,95463.29,yes,675,France,Female,57,0,8,2,no,no
Newbery,167848.02,no,523,Spain,Male,32,0,4,2,yes,no
Iheanacho,93953.84,no,567,Germany,Female,49,134956.02,5,1,yes,yes
Duncan,174227.66,yes,741,Spain,Male,39,143637.58,7,2,no,no
Barry,135399.21,yes,456,Spain,Male,32,147506.25,9,1,yes,no
Landry,195635.3,no,598,France,Male,64,0,1,2,yes,yes
McGregor,97508.04,no,667,France,Male,43,190227.46,8,1,yes,yes
Nucci,188083.77,no,548,France,Female,32,172448.77,2,1,yes,yes
Oguejiofor,97614.87,yes,717,France,Male,53,0,6,2,no,no
Ugochukwu,186884.04,no,594,France,Male,38,0,4,2,no,no
Rohu,131501.72,yes,678,Germany,Female,25,76968.12,10,2,no,no
Cary,24302.95,yes,545,France,Male,38,88293.13,1,2,yes,no
O'Loghlen,110510.28,no,636,France,Female,48,170833.46,1,1,yes,yes
Quinn,108488.33,no,603,Germany,Male,44,108122.39,6,2,yes,yes
Page,197015.2,yes,435,France,Male,36,0,4,1,yes,no
Evans,27689.77,yes,535,France,Female,40,0,8,1,yes,no
McGregor,9217.55,no,629,Germany,Female,45,129818.39,7,3,yes,yes
Andrews,15068.18,yes,722,France,Female,35,163943.89,2,2,yes,no
Stanley,7797.01,no,561,France,Male,28,0,7,2,yes,no
Chiazagomekpere,4400.32,yes,645,France,Female,38,101430.3,5,2,no,no
Chidiebele,182025.95,no,501,France,Female,39,117301.66,9,1,no,no
Gregory,122763.95,yes,502,Germany,Female,32,173340.83,1,1,no,no
Bednall,38152.01,yes,652,Spain,Female,42,0,4,2,yes,no
Jen,63163.99,no,574,France,Female,33,134348.57,3,1,yes,no
Simmons,17978.68,no,749,France,Female,60,0,6,1,yes,yes
Fraser,115136.51,no,679,France,Female,43,0,4,3,yes,yes
May,149575.59,no,565,France,Male,36,106192.1,6,1,yes,no
Seabrook,60917.24,no,643,France,Female,45,45144.43,4,1,yes,yes
Herrera,142548.33,yes,515,France,Male,65,92113.61,7,1,yes,no
Kincaid,157878.67,yes,521,France,Male,25,0,7,2,yes,no
Sleeman,12796.43,no,739,Spain,Male,38,128366.44,0,1,yes,no
Hung,18657.77,yes,585,France,Male,42,0,2,2,yes,no
Artemieva,134589.58,yes,733,Germany,Male,74,106545.53,3,1,yes,no
Wright,66013.27,no,788,Spain,Male,37,141541.25,8,1,no,no
Bellucci,5907.11,yes,435,Germany,Male,32,57017.06,2,2,yes,no
Moore,74077.91,no,577,France,Male,42,0,9,1,yes,no
Ball,77294.56,yes,703,France,Female,51,0,3,3,yes,yes
Mello,156124.93,yes,728,Germany,Male,32,61825.5,5,1,yes,no
Mistry,94820.85,no,718,France,Male,35,0,8,2,yes,no
T'ien,155155.25,no,621,France,Female,40,0,6,1,yes,no
Fallaci,128702.1,no,523,France,Female,40,102967.41,2,1,yes,yes
Hill,22745.5,no,657,Germany,Male,25,171770.55,2,1,yes,no
Burns,71865.31,no,727,Germany,Male,40,93051.64,1,2,yes,yes
Hunter,84294.82,yes,643,France,Male,36,161064.64,7,2,no,no
Li,149139.13,yes,645,France,Female,48,90612.34,7,1,yes,no
Ku,185489.11,no,568,France,Male,28,145105.64,5,2,yes,no
Ch'en,176407.15,no,599,France,Male,58,0,4,1,no,yes
Chukwukadibia,92027.69,yes,672,France,Female,45,0,9,1,yes,yes
Zikoranachidimma,43932.54,yes,685,France,Male,33,174912.72,6,1,yes,no
Rivera,125777.28,yes,685,Spain,Male,31,135213.71,10,1,yes,no
Niu,18461.9,no,806,Spain,Male,25,0,7,2,yes,no
Bennett,79633.38,yes,604,France,Male,36,116229.85,6,2,yes,no
Chinwendu,193793.78,yes,569,France,Male,35,124525.52,10,1,yes,no
McKenzie,74835.65,no,596,France,Male,47,0,6,1,yes,no
Lamb,57236.44,yes,646,France,Female,45,47134.75,3,1,yes,no
Olejuru,81483.64,no,784,Spain,Male,35,0,3,2,no,no
Hay,26752.56,no,552,Spain,Male,45,0,9,2,yes,no
Lu,9200.54,yes,729,France,Male,44,0,5,2,no,no
Chiawuotu,22447.85,no,609,Spain,Male,61,0,1,1,yes,yes
Yeates,189122.89,no,555,France,Male,51,0,5,3,yes,yes
Heath,68600.36,yes,785,France,Female,34,70302.48,9,1,yes,no
Ts'ai,447.73,yes,714,Germany,Female,36,101609.01,1,2,yes,no
Thurgood,15650.73,yes,738,Spain,Male,35,0,3,1,yes,no
Pai,149599.62,yes,639,Germany,Male,38,130170.82,5,1,yes,no
Knupp,115676.38,no,764,France,Female,24,106234.02,7,1,no,no
Baryshnikov,38812.67,no,661,Spain,Male,39,132628.98,6,1,no,no
Scott,135482.26,yes,512,Spain,Male,36,0,1,1,no,yes
Avdeeva,116467.35,yes,619,France,Female,38,0,3,2,no,no
Tang,96823.32,yes,775,France,Male,52,109922.61,8,1,yes,yes
Hsu,171096.2,yes,850,Germany,Female,44,128605.32,5,1,no,no
Buchanan,79881.39,yes,577,France,Female,37,0,4,1,yes,no
Yeh,157862.82,no,724,France,Female,37,68598.56,10,1,yes,no
Palazzi,127951.81,yes,710,Spain,Male,35,106518.52,1,1,yes,no
Y?an,191074.11,no,696,France,Female,31,0,8,2,no,no
Lin,157333.69,no,376,France,Female,46,0,6,1,yes,yes
Schofield,133457.52,no,675,Germany,Female,29,121326.42,8,1,yes,no
Lombardi,130789.6,no,745,France,Male,36,67226.37,8,1,yes,no
Wall,128373.88,yes,697,Spain,Female,25,82931.85,5,2,yes,no
Milani,194273.2,no,599,Spain,Female,39,0,4,1,yes,yes
Blackburn,131043.2,yes,659,France,Male,67,145981.87,4,1,yes,no
Wickham,21228.34,no,684,France,Female,48,73309.38,3,1,no,yes
Wood,189271.9,yes,571,Germany,Female,66,111577.01,9,1,no,no
Brizendine,102284.2,yes,694,Spain,Male,39,107042.74,0,1,yes,no
Ch'in,156774.94,yes,665,Spain,Female,42,156371.61,2,2,no,yes
Yusupov,69865.49,no,706,France,Female,44,129605.99,4,1,no,no
Jibunoh,85523.24,yes,807,Spain,Female,43,0,0,2,no,no
Ts'ui,51219.8,yes,771,Spain,Female,67,0,8,2,yes,no
Wilder,23971.33,yes,629,France,Female,37,129101.3,6,1,yes,no
Maclean,132173.31,yes,850,Germany,Female,31,108822.4,1,1,yes,no
Ch'iu,113639.64,no,685,Spain,Male,35,137948.51,4,1,yes,no
Cox,39768.59,yes,642,Spain,Male,32,100433.8,7,1,yes,no
Nepean,108732.96,no,529,Spain,Male,63,96134.11,4,3,yes,yes
McNess,117349.19,yes,683,Germany,Female,43,115888.04,4,1,yes,yes
Coles,78004.5,yes,663,France,Female,42,124626.07,5,1,yes,no
